;Comment
4596;Не то чтобы я боюсь такой службы, но я всегда пишу решение по шагам прямо на форуме. Хотя бы ради того, когда проблема снова попадется через 1-3 года, решить ее по своему же мануалу, а не тратить кучу времени на решение заново.
4597;А ты хорош! Вроде альтруист, но какой-то эгоистичный альтруист
4598;А есть такие товарищи, что в личку пишут. Для них отдельный котёл в аду.
4599;я так миллион мелких проблем в итоге сам решал, не найдя ответа в гугле, но редко пишу ответ из-за того, что я не на форуме спрашиваю, а именно гуглю в куче сайтов, типа отвечать то некуда, да и часто эта проблема судя по вопросам на форумах возникала у меня и ещё у другого чела и всё. Хотя иногда комментил на ютюбе, но сообщения потом всё равно хрен нагуглятся и скроются в куче сообщений и видео. Хотя разок даже чуваку прислал ответ на почту, но он не ответил ниче, видимо почту забросил (он как и я искал много лет одну серию мульта и вот мне это вдруг удалось) Жаль ответы на рутрекере не гуглятся, там много полезного бывает
4600;По этой же причине решил создать Youtube канал, куда скидываю все что настраиваю. И даже если что-то забыл, всегда можно быстро отыскать видео и сделать по шагам. Кому интересно канал называется Pronaladku обзор чудо техники.
4601;"Жаль нельзя больше одного плюса поставить. Я бы вам за то, что вы слово ""заново"" написали не как ""заного"" помимо основного плюса ещё штук 10 бы влепил😂"
4602;В суде будешь объяснять, а сейчас собери рыльномыльное, за тобой уже выехали.
4603;"Я таким образом словил карму.
В 2013 году ставил сигналку на свой джип, а там мудреный способ подключения из-за специфической древней шины. Спрашивал на форуме решение проблемы, в итоге разобрался сам и написал сообщение, что опишу решение позже. Ну и как водится, забил на это.

В прошлом году перекидывал кузов, и решил привести электрику в порядок, выдрал сигналку и стал ставить по правильному. Опять столкнулся с той же проблемой. Полез в интернет и конечно же наткнулся на свое старое сообщение и обещание описать решение проблемы. В итоге пришлось повторно разбираться в решении проблемы. Вот только не помню, описал ли я его во второй раз или нет?"
4604;"Я на гольфе 4 искал ошибку в электрике. Спросил на ваговском форуме, мне посочувствовали, но помочь не смогли. Я решил проблему случайно через пару лет. Залез на форум, нашел свой старый пост, написал коммент, что проблема решена и описал в чем заключался косяк. И тут, как из рога изобилия, посыпались коменты типа ""у меня так же было, решил за пять минут"", ""ппц как ты про этот косяк не знал"", ""только тут на форуме описано 100500 раз решение этой проблемы"" и всё в таком духе. Подгорело, помню, у меня тогда знатно)"
4605;Судьба редко даёт второй шанс...
4606;Ещё не поздно пойти и сделать это прямо сейчас
4607;В третий раз вспомнишь!
4608;бляд! лол, чувак!! ЭТО Я САМ ЛИЧНО ДЕЛАЛ ЭТОТ СКРИН С ЛЕТИТБИТОМ и потом криво обрезал в пейнте)) Потом выложил его на пикабу Летитбит и ушёл в минус ахах
4609;"lichiko
Они опробовали микро-блоги

Потрясающе)"
4610;Аж олдскулы свело
4611;слава богу, эпоха этого дерьма умерла)
4612;То не такая минута
4613;Ъуъ!!!
4614;Реактивной тяги пердаков тех кто также гуглил хватит чтобы сдвинуть планету с орбиты!
4615;Просто она равномерно по всему шарику распределена, только поэтому мы еще не сорвались с орбиты.
4616;Жёстко, но справедливо
4617;Все, решил проблему. Все пока, спасибо
4618;а почему полицейский нюхает клей? отсылка? или наркоман?
4619;На третьем фрейме он держит наручники. Так что это вы бросайте нюхать)
4620;Ключевое - нужно решить нетривиальную задачу, а не найти ее решения в инете.. Не понятно, на что жалуемся.
4621;"Чаще даже вот так все заканчивается:

@
В КОНЦЕ ТЕМЫ СООБЩЕНИЕ: ""ВСЕМ СПАСИБО, САМ НАШЕЛ, ПОФИКСИЛ""."
4622;"Я как-то раз долго не мог понять почему один принтер отказывается печатать документы или даже страницы из браузера. При открытии меню печати ворд и браузер просто тихо падали без ошибок.
Оказалось, дело было в шифровании DEP (Windows XP). Пока искал решение, натыкался на форум с такой же проблемой, но решения не было уже как года три.
После исправления у себя обрадовался и на радостях написал пошаговое решение на этот форум. Сделал это лет шесть назад.
Благодарности раз в год постят там же"
4623;Бро! Та же фигня. Облазил интернет на русском английском и немецком, перечитал кучу доков - решения нет. Раздебажил всю программу пошагово, нашёл косяк, придумал как исправить, потом на самом популярном тематическом форуме создал топик, отписался что и как со скриншотами, чтобы не заморачиваться с переводом и раскидать ссыль везде где нашёл упоминание данной проблемы. Один даже ответил. Спасибо, говорит, но ты опоздал. Мы просто написали новую программу.
4624;Думаю ты стал намного ближе в очереди к своему месту в раю))
4625;Просто от одного прочтения этого уже стало приятно на душе
4626;Я так месяц назад искал решение для подключения билайновского интернета домашнего на mi router 4c через сраный протокол l2tp, оказалось что только этот провайдер из всех работает именно через этот протокол. В итоге мне помог только видос какого-то чела из Казахстана вообще. Таким людям как вы с ним нужно чуть ли не пятки целовать. Поэтому от лица всех простых обывателей, не шарящих во всей этой херне, низкий поклон вам, таким дотошным человекам, которым по фану потратить своё время и залить инфу в той или иной форме в сеть 😌
4627;Как исправил-то?
4628;Был бы нормальный форум, тут же бы получил бан за некропостинг и за то, что не пользуешься поиском.
4629;"Угу а в середине "" ты идиот все банально"" ""не можешь оставь специалистам"" ""заебали любители, иди в гугли"""
4630;"иди в гугли
когда ты из этих самых гуглей на эту страницу и зашёл."
4631;Вот интересно, если человек действительно очень высокого уровня, чтобы надменно считать вопросы других глупыми и детского уровня, то какого ты обитаешь сам на этих форумах и тратишь своё время на ответы новичкам о том, что им надо гуглить)
4632;Сука, вот за это ненавижу форумы. Имхо, если ответ не по теме - бан за флуд.
4633;"а я попадал в закольцованый ад.

на форуме 1 было точное описание моей проблемы.
после небольшого обсуждения, тема закрыта с сообщением что автор мудак, не умеет гуглить и всё есть по ссылке на форум 2.

перехожу по ссылке на форум 2. там нихуя не моя проблема но на первый взгляд похожая и решение конечно же не работает.
посреди темы появляется человек с моей проблемой, ему объясняют что он мудак и задает тупые вопросы и всё уже расписано. он объясняет что нихуя не помогает и кто-то добрый посылает его на форум 3, типа там такой же вопрос задавали, порсомтри. хотя большинство обсуждает какие у него кривые руки.

перехожу на форум 3.
там снова точное описание моей проблемы, и вторым же сообщением тема закрыта модератором т.к. автор мудак и не умеет гуглить, всё есть по ссылке на форум1
в той же самой теме с которой я начал этот ебаный квест.


проблему я кстати решил, но написать об этом было просто некуда, все темы на всех форумах закрыты, и сами форумы мертвы с закрытой много лет назад регистрацией"
4634;Похожая фигня была на багтрекере редхата. Нашел тему с точным описанием моей проблемы и долгим обсуждением, в конце она закрыта без решения как дубль аналогичного топика. Прохожу по ссылке - тоже проблема совпадает и долгое обсуждение. В конце закрыта как дубль топика 1. Вот так 2 темы закрыты, ссылаясь друг на друга. Матерился долго:)
4635;http://lurkmore.to/Сепульки
4636;"Это херня самое больное было:

@
ЭТА ХЕРНЯ ЛЕГКО РЕШАЕТСЯ. Я ТЕБЕ В ЛИЧКУ КИНУЛ"
4637;просто взламываете аккаунт, кому там отправлено и читайте
4638;На баше была история как один чувак искал решение проблемы, в конце нашел такой же ответ... А потом увидел что он сам это и писал на это форуме, только лет 10 назад, и с тех пор забыл, как решил
4639;"Блин, да я за пару месяцев уже забываю что там и как решал, помню только что что-то такое было, и как-то решил.
Хорошо есть история git - нашел, почитал, скопировал, адаптировал.
И так каждый раз."
4640;у меня примерно так же было, только на сайте эскюэль ру ) Оказывается, я иногда умный бывал ))
4641;Я на баше наоборот читал, что чувак нашёл охрененное подробное решение на свою проблему, а потом понял, что это он сам же его и написал лет 10 назад.
4642;Знакомо такое. Наткнулся на проблему, из глубин в памяти зашуршало, что что-то такое у кого-то когда-то давно было. Излазил архивы, нашел. Сам же и бодался (и победил) семь лет назад. И, кстати, да, не реже раза в год коллеги спрашивают как проблемку решать-то.
4643;"- ВСЕМ СПАСИБО, САМ НАШЕЛ, ПОФИКСИЛ
24.12.1666
- Как решил то?
06.06.2020"
4644;"Да не помню уже
16.11.2020"
4645;В 1666? Крестовым походом.
4646;"Похожая ситуация была в чате телеги, но там случайно получилось)

P.s чел таки вспомнил, хоть и не то немного но курс был верный"
4647;"Год 1666, Адиль Герай становится крымским ханом.
Так и решил, видимо =)"
4648;"Или:
- Отписал в личку.
- Спасибо, помогло."
4649;Ооооо, да. У меня сегодня так бамбануло с одной ветки коментов в контакте. 😤 Вот зачем так делать?
4650;"Никогда этого не понимал.
Так же как в современном мире не понимаю, какого хрена человек торгует чем-то, условно, в инсте, но цена - только в личку. Смысл?"
4651;Сууууукааааааа!
4652;Делаешь новый поиск в Гугле на имя удаленного файла. Обычно можно найти копию на другом обменнике
4653;"В вк в группе моего посёлка так любят писать. Продают, к примеру, машину. И цены нет. В комментариях в ответ вопрошающим - ""в личку написал""."
4654;"@
ОТВЕТИЛ В ЛС"
4655;Причем написал это ты
4656;"@
В КОНЦЕ ТЕМЫ СООБЩЕНИЕ: ""ВСЕМ СПАСИБО, САМ НАШЕЛ, ПОФИКСИЛ"".

За такое вообще вычислять по IP  разбивать тыкву в хлам.. Наказание без срока давности. Посылающих  мудаков гуглить,  сажать в самый жаркий чан в аду"
4657;"теперь понятно, почему меня как-то модер на форуме по мобильным девайсам похвалил, когда я спросил, потом сам случайно нашел ответ и ниже отписался сам же как решил.
а вообще, извините, часто это банальное неуважение, когда человек о других не думает, типа ваши проблемы это ваши проблемы. видимо, поэтому в тот раз и написал решение. как и ссылки чисто на адрес (допустим когда какой-то девайс спрашивают), хотя ссылку можно подписать или на крайняк рядом в сообщении дописать что по ссылке было. как и истории болезни - пишут так, будто потом ее никто читать не будет."
4658;Я вообще не понимаю смысла данного поста. У меня каждый день такое. Я думаю меня кто-то проклял. Я сам неоднократно собирался запостить хитроумный алгоритм решения какой-нибудь проблемы, потом думал: а зачем? что это даст кроме потраченного времени? это так часто встречается (у меня) , что даже не смешно.
4659;"Или находишь точно такую же проблему как у тебя в точно таком же софте, в точно таком же месте, видишь сообщение с решением, а к нему кучу комментариев ""спасибо, помогло"". Делаешь 1 в 1 и НИХУЯ НЕ РАБОТАЕТ!"
4660;Это для меня часто является загадкой. Например на 4pda в шапке одного девайса, рассказывается как применить патч cam2api через magisk. Я делаю так же, как там написано, но ничего не помогает. И ошибок нет. После долгих попыток понимаю что на 10 Андроиде нет доступа на запись в раздел system. Но регулярно новичков пинают смотреть шапку. Часть из них отписываються что получилось. А получаться и не должно, вроде как.
4661;"Хе, хе.
Когда то очень давно решал весьма специфическую но несложную задачу (запуск не очень популярной ОС на процессоре, который её официально не поддерживал).
Так вот, сделал всё как описано - не заработало. Ну, и забил, нашёл другие решения.
Через лет пять вспомнил, ради прикола попробовал то же самое один в один - заработало. Вот и что это было, хз."
4662;За такое надо бан перманентный давать
4663;И ты видишь что ты же сам это и написал с давно забытого аккаунта.
4664;От имени старого никнейма того, кто искал...
4665;"Ну фантастика же, какой рабочий файл - просто последнее сообщение ""все, сам разобрался"""
4666;"я как-то встречала тему, где над автором кто-то из комментаторов издевался, но не помогал, но были и те, кто нормальные советы давал, по делу. Автор дико психовал, по существу помогающим не отвечал, зато срался с троллями.
В конце концов он написал, что разобрался сам. Те, кто давали нормальные советы, начали спрашивать, что помогло то. Автор отказался отвечать (уже так себе поступок).
Через пару дней в тему написал еще один человек с такой же проблемой и просьбой написать решение. И автор отправил его в гугл с аргументом ""вот мне тут никто не хотел помогать, и ты тоже сам ищи"". Просто рука лицо. Особенно обидно было, что у меня такая же проблема была и мне тоже хотелось знать, как победил."
4667;это наверное про форум 1С. Там часто так общаются.
4668;Так надо начинать с 20$
4669;За такое бы ногами да по почкам...
4670;"15 января 2003
""Народ, как отпинать ногами да поп почкам чела в интернете, который не оставил решения своей проблемы, хотя сказал что сам разобрался?""
.
.
.
.
.
3 февраля 2003
""Блин, что, никто не знает? Очеь срочно надо!""
.
.
.
.
.
.
24 марта 2003
""Все, сам разобрался"""
4671;"просто автор, который писал это на дваче, мягко говоря, туповат. речь идет о дорах, которые выглядят как форумы и которыми в свое время был засран рунет, да и сейчас они встречаются. суть простая: форум заточен под определенные поисковые фразы, сообщения на странице ""форума"" - фейк, файл, который предлагают скачать - с подпиской, без нее он не открывается, а когда откроешь, мало того, что с мобильного счета списывается бабло каждый день, так еще и файл - пустышка."
4672;а еще больше бесит вот такая херня
4673;о, старина влаб) ремонт-ауд в этом плане дальше ушли по борзоте
4674;"У меня примерно так же было.
искал решение, задал вопрос на форуме, получил ушат говна в стиле ""гуглисамдибил!"", нахожу решение, пишу на ыоруме ""решение найдено!"", но не пишу на форум из мелкой вредности.
десять лет спустя...
гуглю решение той же проблемы и нахожу свой же вопрос со своим же ответом... А как решал не помню... Бля!"
4675;Похожая херня. Вышел на свое же сообщение - решение найдено, тема закрыта. Я отдалённо помню, что то решение было найдено на каком-то китайском форуме среди иероглифов. Повторно я отыскать конечно же не смог. Был сильно злой на себя после этого))
4676;Продолжаем регистрировать возгорания.
4677;"Вы забыли пароль?
придумать новый
новый пароль не может совпадать с предыдущим"
4678;И из-за этой поебени 2-3 надёжных пароля, которые используешь везде, эволюционируют в +100500 своих же вариаций, а потом если где-то разлогинишься, начинается увлекательная мини игра, в которой ты должен найти ту самую вариацию быстрее, чем тебя автоматически заблочит после н-ого кол-ва попыток.
4679;"Мэйл не даёт зайти на почту с правильным паролем, мол подозрение на взлом. При восстановлении просят назвать несколько адресов входящих и исходящих писем. Всякие сервисы не в счёт. Почте больше 10 лет, не заходил я туда больше 5 лет. Я не ебу писал ли я вообще кому-нибудь :D
А почта понадобилась, потому что на неё еа ориджин заведён."
4680;Больше всех меня поразил яндекс, чтобы восстановить свою почту от которой благополучно проел пароль нужно прийти с паспортом в офис за 900 км, либо отправить копию паспорта заверенную нотариусом, для восстановления почты, которую завёл просто чтобы была
4681;так же было, что смогла, то вспомнила, отвечают, что данных маловато, шиш вам, а не почта, вспоминайте еще чего-нибудь. Не помню, было ли еще больше одной попытки что-то вспомнить, всё равно мэйлы отвечали, что не канает. Потом им написала, что, блин, тыщу лет не была, почта по переадресации уходит туда-то, мамойклянус, это мой ящик, ну чо вы как эти и.. разблокировали)))
4682;"Ну так и пиши, что есть письма от ориджин :)

У меня получалось так доступ восстановить: писали авиакомпании, друзья, вузовская рассылка была. Норм, через пару дней пустили :)"
4683;Напиши туда с другого ящика, и товарищи пусть пару писем отправят. Вот тебе и несколько адресов входящих.
4684;Похожая ситуация приключилась с вк. Есть доступ к привязанной почте, знаю кому писал, но нет фотки на аве своей. Отказали в доступе ._.
4685;Не был подтверждён номер телефона со стационара ( окошко подтверждения актуальности телефона) . И не смотря на то что постоянно меняются пароли и приходят СМС на этот номер. С телефона через браузер зайти на почту не получилось и окошко о подтверждении номера не вылезало. Ппц, пока со стационара не подтвердился номер, через мобильник только кручу верчу было.
4686;Та же самая хрень.  В итоге так и не восстановили
4687;История жиза, что с Ориджин, что с Юбисофт. Только вот с поддержкой Юбисофт почти невозможно связаться, а с Ориджин разрешили проблему, восстановили доступ
4688;"На вашем ящике подозрительная активность, зайдите снова. - Ваш пароль неверный, Сбросьте. - Ваш новый пароль не должен совпадать с предыдущим. -
Через месяц - У вас спиздили ящик и используют для рассылке спама по всей адресной книге? Да, нет мы ничегшо не заметили - вроде все норм. - Яндекс."
4689;"мне иногда пишет ""вы зашли с нового места"". Из дома. Компу больше года. Айпи статик. КАК ТЫ БЛЯДЬ ЭТО НОВОЕ МЕСТО ОПРЕДЕЛИЛ?!"
4690;Земля летит вместе с солнечной системой в галактике, которая тоже летит в ебеня. Ты каждый момент времени в новом месте. Человеку это не очевидно, но не компьютеру
4691;Пыль протирал?)
4692;Браузер обновился -> юзер-агент другой.
4693;Браузер/систему переустановил
4694;печеньки почистил?)
4695;Юзерагент, либо куков не находит
4696;Может там по фингерпринту определяет, а ты железо обновил/винду переустановил/браузер другой поставил и т. д.
4697;"Кстати было такое до того, как нашего местного провайдера купил домру. Иногда правильно определялся айпи ""Санкт-Петербург"" а иногда - Волгоград. Моей единственной идеей было, что пул статических адресов был куплен/арендован нашими там, и иногда слетала маршрутизация."
4698;планета крутится, вся солнечная система тоже движется в пространстве. по сути дела у тебя каждый раз место новое.
4699;"Роутинг у прова меняется.
У меня мтс по кабелю, ip статичный много лет. В личном кабинете speedtest.net в истории то москва, то питер, то новосиб, то ебург. Хз как это работает."
4700;"У меня такое говно связано с DNT от адблоков. Т.е. они физически не дают следить сайту за мной вплоть до того что он не может ""запомнить"" место из которого я заходил и каждый раз как новый. Так что и плюс и минус)
Давно стал отключать адблок на всех адекватных сайтах без назойливой рекламы и стало удобнее, при этом оставшаяся реклама не мешает.
Потому что она не НАЗОЙЛИВАЯ."
4701;hwid
4702;как там коссель твой?) А вообще - миллион вариантов, useragent например
4703;Я как-то раз потерял свой телефон, и решил воспользоваться сервисом поиска телефона от гугла, на что сервис при попытке входа с компьютера потребовал с меня ввести код, отправленный на мой телефон.
4704;Я так пытался зайти на почту мейл, в которую лет 8 не заходил. Телефон мимо, на секретные вопросы какой-то дебил отвечал. Поддержка попросила назвать адреса, на которые обычно писал, резко спиться захотелось
4705;Лицекнига, сейчас вообще паспорт или другой документ просит. А как быть с акками, созданными на вымышленные имена?
4706;Схуяли вообще им требовать такие данные? Они не банк и не полиция. И самое хреновое - кто-то же им эти данные предоставляет. Дебилы блять.
4707;"По логике, мошенник который открыл чужой почтовый ящик увидит сообщение о входе с нового IP, поймёт, что его засекли. После чего испугается и вернёт её законному владельцу.
Да..."
4708;хорошо, когда у тебя тот же номер с 2005)
4709;а нехуй менять телефонные номера каждые семь лет. совсем там поохуевали!
4710;О, это всеми любимый гугл со своей почтой - просто обожает на новом месте требовать регистрацию через браузер.
4711;Вот даже при прочтении поста подгорело. А когда на такое сам попадаешь.. Ух..
4712;"И, наоборот, когда после монотоннного перелистывания старых форумов, часто дублирующихся, находишь один-единственный, и там как раз именно то, что нужно... Расцеловать хочется от счастья!
(Из относительно недавнего так решила проблему с отсутствием звука в наушниках, когда они были воткнуты в ноут)"
4713;Посоветовали то что?
4714;К сожалению, в последнее время только переписывание одной бесполезной статьи по 200 раз. Аж раздражает. Особенно когда машину делаешь, возникает вопрос, начинаешь прям из ямы с телефона гуглить, а там какие-то олени понаснимали 1000 видео о том, как элементарное лечат кувалдой.
4715;Знаешь как заинтересовать человека?
4716;"РЕГИСТРИРУЕШЬСЯ НА САЙТЕ
@
ПРОСЯТ ПРИДУМАТЬ ПАРОЛЬ
@
ВВОДИШЬ ПРИВЫЧНЫЙ ПАРОЛЬ
@
ЭТОТ ПАРОЛЬ СЛИШКОМ ЛЕГКО УГАДАТЬ
@
СТРАНИЦА ОБНОВЛЯЕТСЯ
@
МЕНЯЕШЬ РЕГИСТР ПЕРВОЙ БУКВЫ
@
СТРАНИЦА ОБНОВЛЯЕТСЯ КАЖДЫЙ ПОСЛЕДУЮЩИЙ РАЗ
@
ПАРОЛЬ НЕ СОДЕРЖИТ СПЕЦСИМВОЛЫ
@
ДОБАВЛЯЕШЬ СПЕЦСИМВОЛЫ
@
ПАРОЛЬ СОДЕРЖИТ НЕДОПУСТИМЫЕ СИМВОЛЫ
@
ОТ ТРЕСКА ТВОИХ ЗУБОВ ИЗ КОМНАТЫ СБЕГАЕТ КОШКА
@
ИЩЕШЬ ПРОБЛЕМУ
@
ВМЕСТО ЗНАКА ""—"" МОЖНО ПОСТАВИТЬ ТОЛЬКО ЗНАК ""_""
@
НАЖИМАЕШЬ ЗАРЕГИСТРИРОВАТЬСЯ
@
ВЫ НЕ ВВЕЛИ КАПЧУ
@
ВНОВЬ ВВОДИШЬ ВСЕ ДАННЫЕ, НАЖИМАЕШЬ КАПЧУ
@
ДАННЫЙ ПОЛЬЗОВАТЕЛЬ УЖЕ ЗАРЕГИСТРИРОВАН НА САЙТЕ"
4717;"СУДОРОЖНО ИЩЕШЬ КНОПКУ ""ВОССТАНОВИТЬ ПАРОЛЬ""
@
ВВОДИШЬ СВОЮ ПОЧТУ, ЧТОБ НА НЕЕ ПРИШЛА ССЫЛКА ДЛЯ СБРОСА ПАРОЛЯ
@
""АККАУНТ С ДАННОЙ ПОЧТОЙ НЕ НАЙДЕН, ПОПРОБУЙТЕ ДРУГУЮ""
@
*КОШКА СБЕГАЕТ ИЗ ДОМА ИЗ ЗА ЖАРА ТВОЕГО ПЕРДАКА*"
4718;"Неочевидный момент, как решать: просто пиши в личку чуваку. Если он был уже в достаточно зрелом возрасте, то его email не меняется и через десятки лет, и он получит твоё уведомление.

А ещё у него сохранился файл. Ты не поверишь, насколько бережно люди постарше относятся к данным, они переживают несколько поколений жёстких дисков.

И только в одном случае была реально ярость. Когда уже пробил выход на разработчика, который делал софт... а этот гад отбросил копытца в аккурат две недели назад."
4719;Вот он скотина, охуел помирать невовремя
4720;Так хоть бы исходники завещал кому
4721;Итак, сегодня я узнал, что в свои 27 лет я из людей постарше. С 2003 года, когда появился комп, храню все свои файлы, кочующие с одного харда на другой
4722;"Почти 27 лет, та же хуйня.
Хомячковость в отношении файликов у меня неискоренима. Постоянно все надо складывать, хранить, сортировать. Двухтерабайтника пестец как не хватает."
4723;И ник свой с 8 лет не меняешь?
4724;Хы... Я ещё и несколько систем сменил. И до старых файлов часто приходится добираться, открыв сетевой диск, там папка архива, там подмонтировать образ диска с прошлого компа (покуда там была винда, а теперь у меня линь), а на нём в отдельной папке архива, путь к которой уже начинает забываться, папка с исошками, которые когда-то давно были записаны на болванки, но нынче уже лет 10, как дисков не касаешься, поэтому проще исошку... и её снова монтируешь образом, лазишь/роешься и понимаешь, что это вообще на другом диске ещё с позапрошлого компа. Процесс стартует заново...
4725;Ага и эти бесконечные папки Архив 2001 ....Архив 2020
4726;Биткоинов нет?)
4727;Разработчики не умирают, их души уходят в веб, где они бродят по сайтам и постят только им понятные пасты, ибо нет им покоя
4728;kill -9
4729;До сих пор пользуюсь мылом которое создал в 2003 году на мэйле.
4730;"Это рекорд. Меня мэйл банил раз пять по причинам ""а нашему ой-вей искусственному таки интеллекту показалось что вы не настоящий"". На пятый раз я их накуй послал."
4731;А-ха-ха! Это я так прочла про риэлтора, который для продавцов устраивал крутые аукционы. Я такая думаю - всё, нанимаю чувака! Лезу на его форум, а там пишут что он умер недавно!
4732;Работал с прогой. Хотел в итоге выйти на разработчика. Как оказалось он год как окочурился.
4733;"Я однажды даже нашел автора в реале что бы получить от него файл. 13 лет с поста прошло, на форуме он не отвечал уже.
Увидел ФИО автора и город Крым. Нашел его в соцсетях, попросил файл. Получил. От денег он отказался..."
4734;у меня так несколько гиг пальмового софта оказались.
4735;Да да, бывает такое. И правда вызывает попаболь. =)
4736;"А еще заебок, когда написано: ""Всё, проблему решил!"". Без самого решения. 4ждыблядскаяярость.jpg"
4737;Ага! Точняк! «Проблема решена, всем спасибо!» Сидишь, смотришь и недоумеваешь: время написать о том, что решил - нашел, а как решил - букв не хватило. =)
4738;Просто надо было раньше искать.
4739;Так разве ж предугадаешь все вопросы, с которыми столкнёшься в будущем? =)
4740;Когда решали этот вопрос, я был еще школьником без интернета. Чертово наследование старого софта, нет серьезно из-за жадных компаний приходиться использовать морально устаревшие вещи которые со временем все менее актуальны. И работать с которыми порой крайне неудобно.
4741;Мне несколько раз помогал webarchive. Он, оказывается некоторые файлы тоже хранит
4742;Раньше помогал, сейчас веб архив почти бесполезен. Году в 15 реально находил старые страницы, сейчас он буквально  ничего из искомого не находит.
4743;Увы, но файлы там уже давно не хранятся... За редкими исключениями. Лет 10 назад еще можно было что-то найти.
4744;"Нужен тег:
Боли пост!"
4745;Создаёшь ещё одну тему в надежде что тот чувак еще на форуме - удаляют как дублирующую
4746;Блядь этот депозитфайл изобрел сатана. Тонны рекламы, ебучие счётчики, каждый клик вызывает окно КУПИТИ ПРЕИМУММММ!!!!!! Сука как же я его ненавидел.
4747;Купил бы премиум и не видел бы всего этого))
4748;"Не-а! Видел бы еще больше рекламы, потому что ""купите премиум плюс""!!!  ;)"
4749;"Как владелец полуживого форума, сообщаю - все пользовательские файлы стараюсь заливать на форум и из всех, кто решил проблему стараюсь выбить как они это сделали а не просто ""все работает, спасибо""."
4750;"Короче, ребят. Чтобы не кануло в лета, знайте:
Была трабла, что мой старенький ноут не мог подключится к домашнему WI-FI на роутере D-Link. Просто выдавал ошибку подключения. Поиск по сети ничего не дал. Стандартные методы в виде переустановки дров, забыть/удалить сеть, перезагрузки роутера не помогал. Решается просто, как оказалось: лезем в настройке роутера и меняем имя сети/пароль. Всё!
После решения проблемы можно вернуть прежние название сети/пароль"
